date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:15:03	88766/88766	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:03%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/Capa-video-S2.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/Capa-video-S2.png	(from https://cineflickcard.com/)
20:15:04	209407/209407	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:03%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/tablet-not-celular-2.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/tablet-not-celular-2.png	(from https://cineflickcard.com/)
20:15:04	11254/11254	---M--	200	added ('OK')	image/webp	etag:%222bf6-66743bd9-1fcf5ca5180129f2;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C6.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C6.webp	(from https://cineflickcard.com/)
20:15:04	10626/10626	---M--	200	added ('OK')	image/webp	etag:%222982-66743bd8-f8eb13ae1ebcc55;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C4.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C4.webp	(from https://cineflickcard.com/)
20:15:04	5286/5286	---M--	200	added ('OK')	image/webp	etag:%2214a6-66743bd8-c612cd4166603509;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C3.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C3.webp	(from https://cineflickcard.com/)
20:15:04	6284/6284	---M--	200	added ('OK')	image/webp	etag:%22188c-66743bd6-d100366b456c250;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C1-2.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C1-2.webp	(from https://cineflickcard.com/)
20:15:05	2336/2336	---M--	200	added ('OK')	image/webp	etag:%22920-66756ae1-5b7a30e50c34c4c6;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C7-1.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C7-1.webp	(from https://cineflickcard.com/)
20:15:05	13822/13822	---M--	200	added ('OK')	image/webp	etag:%2235fe-66743bd6-7b18fa926914c725;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C1-3.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C1-3.webp	(from https://cineflickcard.com/)
20:15:05	3762/3762	---M--	200	added ('OK')	image/webp	etag:%22eb2-66743bdb-ddb9961db2298b98;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C10.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C10.webp	(from https://cineflickcard.com/)
20:15:05	4550/4550	---M--	200	added ('OK')	image/webp	etag:%2211c6-66743bd7-b9c4fb0932c9d3fd;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C1.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C1.webp	(from https://cineflickcard.com/)
20:15:06	12550/12550	---M--	200	added ('OK')	image/webp	etag:%223106-66743bda-d4ccee93078d2e23;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C9.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C9.webp	(from https://cineflickcard.com/)
20:15:06	6888/6888	---M--	200	added ('OK')	image/webp	etag:%221ae8-66743bda-5efddac5c8e12959;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C8.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C8.webp	(from https://cineflickcard.com/)
20:15:06	5818/5818	---M--	200	added ('OK')	image/webp	etag:%2216ba-66743bd7-d9390a505dd69678;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/C2.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/C2.webp	(from https://cineflickcard.com/)
20:15:07	58202/58202	---M--	200	added ('OK')	image/webp	etag:%22e35a-66744043-8c456cebe75e1232;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/DEPOIMENTO-1-560x1024.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/DEPOIMENTO-1-560x1024.webp	(from https://cineflickcard.com/)
20:15:07	201447/201447	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:06%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/TELA-CELULAR.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/TELA-CELULAR.png	(from https://cineflickcard.com/)
20:15:08	66012/66012	---M--	200	added ('OK')	image/webp	etag:%22101dc-66744045-800b0f6ad1a83160;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/DEPOIMENTO-2-562x1024.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/DEPOIMENTO-2-562x1024.webp	(from https://cineflickcard.com/)
20:15:08	22422/22422	---M--	200	added ('OK')	image/webp	etag:%225796-6674365f-b60424bcc494ffef;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-37.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-37.webp	(from https://cineflickcard.com/)
20:15:08	39086/39086	---M--	200	added ('OK')	image/webp	etag:%2298ae-66743660-faa05d07413a67f2;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-38.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-38.webp	(from https://cineflickcard.com/)
20:15:08	272491/272491	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:07%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/mockup-mac.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/mockup-mac.png	(from https://cineflickcard.com/)
20:15:08	89584/89584	---M--	200	added ('OK')	image/webp	etag:%2215df0-66743660-a2078c8c35c80e85;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-39.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-39.webp	(from https://cineflickcard.com/)
20:15:08	60084/60084	---M--	200	added ('OK')	image/webp	etag:%22eab4-667dfaa0-380f9427fa726b94;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-51-1.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-51-1.webp	(from https://cineflickcard.com/)
20:15:09	38942/38942	---M--	200	added ('OK')	image/webp	etag:%22981e-669e446c-1acaf70bd5c09f33;;;%22	https://cineflickcard.com/wp-content/uploads/2024/07/IMG-27.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/07/IMG-27.webp	(from https://cineflickcard.com/)
20:15:09	47910/47910	---M--	200	added ('OK')	image/webp	etag:%22bb26-66743661-e471eecaa826fb70;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-40.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-40.webp	(from https://cineflickcard.com/)
20:15:09	22938/22938	---M--	200	added ('OK')	image/webp	etag:%22599a-66743662-3abd3264028703ce;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-42.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-42.webp	(from https://cineflickcard.com/)
20:15:10	67890/67890	---M--	200	added ('OK')	image/webp	etag:%2210932-66743662-4b2a381655aa48d2;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-44.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-44.webp	(from https://cineflickcard.com/)
20:15:10	80888/80888	---M--	200	added ('OK')	image/webp	etag:%2213bf8-66743663-c8d4a88d8a8b7646;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-45.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-45.webp	(from https://cineflickcard.com/)
20:15:10	127896/127896	---M--	200	added ('OK')	image/webp	etag:%221f398-66743664-9a2cd6992ed8b7bd;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-46.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-46.webp	(from https://cineflickcard.com/)
20:15:10	117446/117446	---M--	200	added ('OK')	image/webp	etag:%221cac6-66743665-48e77470c7c7818a;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-47.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-47.webp	(from https://cineflickcard.com/)
20:15:11	109958/109958	---M--	200	added ('OK')	image/webp	etag:%221ad86-66743668-ab44ff3de1c94ad;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-51.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-51.webp	(from https://cineflickcard.com/)
20:15:11	37050/37050	---M--	200	added ('OK')	image/webp	etag:%2290ba-66743667-4a9bfd1e2d6a15da;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-50.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-50.webp	(from https://cineflickcard.com/)
20:15:11	33250/33250	---M--	200	added ('OK')	image/webp	etag:%2281e2-66743666-46be36a79a056861;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-49.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-49.webp	(from https://cineflickcard.com/)
20:15:12	96584/96584	---M--	200	added ('OK')	image/webp	etag:%2217948-667dfaa1-55b150f74794ee60;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-52.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-52.webp	(from https://cineflickcard.com/)
20:15:12	48370/48370	---M--	200	added ('OK')	image/webp	etag:%22bcf2-66743666-a307950d547d02dc;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-48.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-48.webp	(from https://cineflickcard.com/)
20:15:12	72826/72826	---M--	200	added ('OK')	image/webp	etag:%2211c7a-6674365e-f82100e6985594e6;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-36.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-36.webp	(from https://cineflickcard.com/)
20:15:12	76102/76102	---M--	200	added ('OK')	image/webp	etag:%2212946-6674365d-3cf6c86ec6358872;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-35.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-35.webp	(from https://cineflickcard.com/)
20:15:12	37908/37908	---M--	200	added ('OK')	image/webp	etag:%229414-6674365d-83c25e62007ce1e4;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-34.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-34.webp	(from https://cineflickcard.com/)
20:15:13	46434/46434	---M--	200	added ('OK')	image/webp	etag:%22b562-6674365c-ae91c6bbc064faa7;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-33.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-33.webp	(from https://cineflickcard.com/)
20:15:13	71046/71046	---M--	200	added ('OK')	image/webp	etag:%2211586-6674365a-3a4123dfb0afe595;;;%22	https://cineflickcard.com/wp-content/uploads/2024/06/IMG-28.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/06/IMG-28.webp	(from https://cineflickcard.com/)
20:15:13	59606/59606	---M--	200	added ('OK')	image/webp	etag:%22e8d6-6682a229-50953655db643bc4;;;%22	https://cineflickcard.com/wp-content/uploads/2024/07/IMG-52.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/07/IMG-52.webp	(from https://cineflickcard.com/)
20:15:13	53490/53490	---M--	200	added ('OK')	image/webp	etag:%22d0f2-669e446d-5cc77a0407767baf;;;%22	https://cineflickcard.com/wp-content/uploads/2024/07/IMG-53.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/07/IMG-53.webp	(from https://cineflickcard.com/)
20:15:14	68192/68192	---M--	200	added ('OK')	image/webp	etag:%2210a60-669e446d-b49c1fdea91798d0;;;%22	https://cineflickcard.com/wp-content/uploads/2024/07/IMG-55.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/07/IMG-55.webp	(from https://cineflickcard.com/)
20:15:14	106077/106077	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:14%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/adultos-1.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/adultos-1.png	(from https://cineflickcard.com/)
20:15:14	85970/85970	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:14%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/Canais-2.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/Canais-2.png	(from https://cineflickcard.com/)
20:15:15	72704/72704	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:14%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/Esportes-5.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/Esportes-5.png	(from https://cineflickcard.com/)
20:15:15	91741/91741	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:15%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/BBB-3.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/BBB-3.png	(from https://cineflickcard.com/)
20:15:15	24235/24235	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:15%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/FAQ-1.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/FAQ-1.png	(from https://cineflickcard.com/)
20:15:15	168718/168718	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:14%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/Animes-4.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/Animes-4.png	(from https://cineflickcard.com/)
20:15:16	99168/99168	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:15%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/selo_280px-300x300-1-1.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/selo_280px-300x300-1-1.png	(from https://cineflickcard.com/)
20:15:16	46877/46877	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2023:15:16%20GMT	https://cineflickcard.com/wp-content/uploads/2024/03/APMs_LINK-04-1-1.png	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/APMs_LINK-04-1-1.png	(from https://cineflickcard.com/)
20:15:16	17124/17124	---M--	200	added ('OK')	image/webp	etag:%2242e4-660652a2-c5c38bfa59d3d270;;;%22	https://cineflickcard.com/wp-content/uploads/2024/03/reclame-aqui.webp	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/uploads/2024/03/reclame-aqui.webp	(from https://cineflickcard.com/)
20:15:16	2280/2280	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e8-66abf716-69d14f4231357c0f;gz%22	https://cineflickcard.com/wp-content/litespeed/js/74fbb14fa081ac568fc5ec2f2946b09d.js?ver=8c0f9	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/74fbb14fa081ac568fc5ec2f2946b09da6b8.js	(from https://cineflickcard.com/)
20:15:16	10384/10384	---M-Z	200	added ('OK')	application/x-javascript	etag:%222890-66abebc4-ecd287428946eff5;gz%22	https://cineflickcard.com/wp-content/litespeed/js/acd4daecaabd0773357a9e4ea3190aa9.js?ver=1aff5	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/acd4daecaabd0773357a9e4ea3190aa979c1.js	(from https://cineflickcard.com/)
20:15:17	2707/2707	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a93-66ac0336-472d08f8f71ff2f9;gz%22	https://cineflickcard.com/wp-content/litespeed/js/1646b12c37894919d3c7fed07d46e40c.js?ver=eead7	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/1646b12c37894919d3c7fed07d46e40c9b4c.js	(from https://cineflickcard.com/)
20:15:17	5802/5802	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216aa-66abf716-9fea0aa2270e3de1;gz%22	https://cineflickcard.com/wp-content/litespeed/js/ee9c0c1aeff8d9dc86476716844f4e00.js?ver=61fc0	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/ee9c0c1aeff8d9dc86476716844f4e00b313.js	(from https://cineflickcard.com/)
20:15:17	4998/4998	---M-Z	200	added ('OK')	application/x-javascript	etag:%221386-66abf716-3c3439b2fd07347;gz%22	https://cineflickcard.com/wp-content/litespeed/js/f5f138d3eed8d7706a0d79c1447d1f82.js?ver=18a44	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/f5f138d3eed8d7706a0d79c1447d1f8270cb.js	(from https://cineflickcard.com/)
20:15:18	60169/60169	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eb09-66abf716-54e53481f813d54b;gz%22	https://cineflickcard.com/wp-content/litespeed/js/0485806b5e455470e7f861f58cffa652.js?ver=7d3cb	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/0485806b5e455470e7f861f58cffa652d80b.js	(from https://cineflickcard.com/)
20:15:18	4308/4308	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210d4-66abebc4-7f15e5cbbb1764bf;gz%22	https://cineflickcard.com/wp-content/litespeed/js/cc138e5f912326741259b3665534fc03.js?ver=ef447	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/cc138e5f912326741259b3665534fc03003c.js	(from https://cineflickcard.com/)
20:15:18	9142/9142	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b6-66abf716-d1c44c0dc76d55ed;gz%22	https://cineflickcard.com/wp-content/litespeed/js/e4a7e30b9c101c3e62d627bb26fca763.js?ver=dd381	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/e4a7e30b9c101c3e62d627bb26fca7635828.js	(from https://cineflickcard.com/)
20:15:18	24675/24675	---M-Z	200	added ('OK')	application/x-javascript	etag:%226063-66abebc4-f2ed43b03459fa95;gz%22	https://cineflickcard.com/wp-content/litespeed/js/8e55ed1146b0c3a1a8064ec52b689295.js?ver=05da4	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/8e55ed1146b0c3a1a8064ec52b68929548f3.js	(from https://cineflickcard.com/)
20:15:19	12199/12199	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa7-66abf716-2305afdeb7ef3233;gz%22	https://cineflickcard.com/wp-content/litespeed/js/c36014b4ddd0d6fc41327a84b5ebf9f5.js?ver=b9826	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/c36014b4ddd0d6fc41327a84b5ebf9f5dbd5.js	(from https://cineflickcard.com/)
20:15:19	21465/21465	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253d9-66abebc4-a345683fd2abad85;gz%22	https://cineflickcard.com/wp-content/litespeed/js/4f92e2469d23f720e31e37d895aafce7.js?ver=a4d3b	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/4f92e2469d23f720e31e37d895aafce79c04.js	(from https://cineflickcard.com/)
20:15:19	40307/40307	---M-Z	200	added ('OK')	application/x-javascript	etag:%229d73-66abf716-88ab5ab71cbce5de;gz%22	https://cineflickcard.com/wp-content/litespeed/js/76a2828f12ec27e61d0dbc94135e177e.js?ver=50b46	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/76a2828f12ec27e61d0dbc94135e177e9748.js	(from https://cineflickcard.com/)
20:15:19	35675/35675	---M-Z	200	added ('OK')	application/x-javascript	etag:%228b5b-66abebc5-329229439d3bc3b4;gz%22	https://cineflickcard.com/wp-content/litespeed/js/03b4ead7f202a24b2c7f7371d2393cb4.js?ver=271ae	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/litespeed/js/03b4ead7f202a24b2c7f7371d2393cb4bfef.js	(from https://cineflickcard.com/)
20:15:20	218588/218588	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22355dc-66063d78-70552c1553fb223c;gz%22	https://cineflickcard.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.29.0	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.eot	(from https://cineflickcard.com/wp-content/litespeed/css/d4c4c26d0c479404b9af46ff00e9d38b.css?ver=74fc7)
20:15:20	96924/96924	---M--	200	added ('OK')	font/woff2	etag:%2217a9c-66063d78-13be52f5ba47166f;;;%22	https://cineflickcard.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.29.0	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.woff2	(from https://cineflickcard.com/wp-content/litespeed/css/d4c4c26d0c479404b9af46ff00e9d38b.css?ver=74fc7)
20:15:21	218428/218428	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%223553c-66063d78-c5434878cbbfd9dd;gz%22	https://cineflickcard.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.29.0	C:/Meus%20Sites/cineflix/cineflickcard.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.ttf	(from https://cineflickcard.com/wp-content/litespeed/css/d4c4c26d0c479404b9af46ff00e9d38b.css?ver=74fc7)
